AG359J14	AG896J04	AG898O07	AG900B21	AG905C17	AG915K04	AG918E15	GCA002480175	HIMB30	LSUCC0096	TOBGMED626	TOBGMED759	TOBGMED814	TOBGNAT109	TOBGNP1444	TOBGNP1472	TOBGRS469	TOBGSAT133	TOBGSP353	UBA11144	UBA11194	UBA12265	UBA8357	UBA9601	UBA9605
S0015_8M	48024.5221983104	18502.3665208364	46887.8805361509	48229.1752688393	38106.3404885236	18610.266866994	18359.2296061289	241538.770195481	26459.1571171786	86888.255077801	559.126558635375	373.038711426587	10852.3446530929	56937.6353451997	135075.851553206	65782.8493940136	3709.02598303892	44945.7005236187	32468.0814012211	24416.5009772309	0	0	0	494.438317718137	32779.4427053545
S0044_8M	26974.8666294261	4219.21135342863	14626.8463905638	35241.9527054377	25644.5103660983	80420.3236227725	24081.8841452473	9926.73812008497	14270.2803030919	4245.78790916535	0	544952.183019507	39255.3825674061	92285.1976828708	2609.12740305233	8820.51633181018	60135.8532912282	7613.7297708237	1807.05390477832	1971.56611148251	0	0	0	0	896.988371724741
S0168_8M	105428.470693023	98070.0852240245	10398.8436112633	34133.6746561587	162665.983633149	16232.4785986564	214482.194111594	6149.78454845977	9064.34674813355	1411.09921117799	26736.6203666735	33194.3517335014	243717.349999031	17673.1738041375	806.297945457321	272.895059855836	3967.96929366819	1630.61667686797	250.241375898322	277.81295499453	2370.67844535642	2122.00137770546	3273.17767065162	2662.53632792703	3007.31593263374
S0033_9M	52613.1043831918	11411.3750313512	26026.3826121156	47805.1864766223	9223.23487460224	17934.2543842329	8307.70558976437	85997.7619988919	17077.7543437415	71770.3411795345	0	0	0	117504.914292138	15436.5429377189	88243.482917703	357715.613998074	27225.3527174598	7636.56110776184	8331.78526026073	0	3204.10507753904	0	0	26534.5408172959
S0039_9M	92863.6937993808	54549.6690698579	76562.2321007781	102767.560172497	85918.4424163932	42205.9897353802	8146.30411850343	12340.5371752195	69077.1222629801	133714.385672189	0	0	0	125154.972060068	3243.56634805387	8951.28571598909	68134.3916702709	43685.0519548514	28080.7446763685	0	0	0	0	0	44604.0510512189
S0157_9M	50900.2933305073	20699.7742010886	44063.4214314838	78267.3631538703	49076.3568016847	26025.6114761693	20093.1239650246	9131.50084932872	47500.1486355253	133081.583016586	0	0	0	122499.526860137	176007.960786571	2943.81829962527	0	3591.68669856725	51715.678723934	37615.8782848386	0	0	0	14935.3090094369	111850.964475621
S0187_9M	19618.6595138252	7487.79888931729	49623.5488574133	211340.911354095	348206.080392919	27983.2900097829	15589.3645796379	128557.798982004	7689.56962302085	4720.17864729825	70.2233469846011	1171.29236961721	26748.8211136859	44850.0235554725	3273.21128327672	10465.1733384794	55387.6747778975	29299.9419600935	1174.96502436318	4625.01156107055	0	57.9982556725986	0	0	2058.46256407317
S0205_9M	15904.5766864352	1542.03059644475	25791.122753474	121027.682435155	210586.146463605	28327.7165617603	11475.7592283897	67521.2659996126	8205.27693363007	4382.23930357724	0	3963.9648808635	25579.2549037669	35407.3578067629	2450.17005573419	13980.3670114446	366537.758908676	50465.3282750883	2063.87238127506	2168.36635462308	229.31631673355	0	0	0	2390.42614294762
S0226_9M	8355.57962369625	1499.80182195602	4632.14160754568	10753.6916126786	27123.280204995	6305.26015486459	5277.44533300557	260893.014031521	5506.12845250198	5581.07696626515	127.470371047009	6335.91442910401	12834.5550079921	334968.968497368	22280.9155382841	4799.12196837869	28158.092896144	235065.942222071	5332.03108560445	10767.992084946	0	105.279219634555	57.954281833373	0	3238.34258856216
S0294_9M	47658.973877746	23770.640667412	9212.94833357795	29438.8247370098	73418.0897105911	5176.43379843823	19906.9737127884	164317.806108599	8661.00953742804	23581.6288574403	8239.66242086909	24385.6701775066	113602.275242079	196610.725228752	32485.5888690624	12511.3180322125	19761.2166045595	149952.019277848	5406.45574765886	17922.8319485431	103.969016698145	610.725794971015	288.165739239663	280.245126770241	12695.8014321996
S0001_10M	76809.0274397251	12494.4625704512	40106.3596790271	75158.4886583144	83781.3056837978	8727.31013346571	21561.397647515	10207.053152119	40513.7520535021	146686.918354313	0	0	0	86757.6525088148	199600.687663076	0	0	0	35303.5615125619	55411.2253071437	0	7796.03604164317	0	5008.33856617943	94076.4230283501
S0008_10M	73461.7582611436	23650.9723794618	52995.379161179	65785.9171480564	34878.0964478495	25040.9451336095	21749.5241998705	6406.46924118415	24217.6242071759	149271.606294701	0	0	0	219228.559408885	53883.7044008727	1327.70642209018	0	0	81635.9269545982	44836.9384166063	0	9786.38287850621	0	5987.59952609994	105854.88951811
S0021_10M	38752.8353085147	27579.5295879076	35943.8536345159	62635.8478861	43874.6110847849	24768.1832791838	14023.037658374	152563.257088555	46187.8987840333	153083.410321377	1785.92376083779	1191.53470383351	0	45699.7357537612	52789.1806460664	36420.6391954506	1184.71167759242	112799.090193453	89645.3122188992	29405.8827859509	0	0	0	0	29665.5244308095
S0027_10M	67370.7536712411	20402.6657711293	13295.1947184945	60863.5901983617	64077.1325661756	15391.2360766609	13014.5322044807	174865.582652906	31842.3065354734	133452.675993621	0	0	3365.70264685345	51332.2859950247	66238.4595065243	88912.2425679401	4206.82036352125	59170.8182678086	55394.5537330873	35751.8275176962	0	0	0	0	41051.6190129997
S0163_10M	152186.098842416	236131.510390425	7359.25346434712	17032.2318935849	135059.32608155	11707.9077260576	136247.656814195	11785.1984632197	5825.00892800405	848.793213234318	34285.4112390699	13006.7871710096	171237.891944706	42160.703831414	1066.91229883625	392.581736520403	2373.9665057764	2315.07084064187	591.145693663742	752.456774574803	3497.56875441417	3803.11997453826	3254.10159278783	2677.78783615798	4401.50798885477
S0179_10M	17181.3888419455	6858.83280237911	47515.2235466293	208497.511663455	477840.563199699	27300.1887956989	14383.7402043957	41124.7961978349	7273.06169392616	3752.44390872758	0	798.654581995215	25321.7024453255	41362.7263734268	4025.97405763298	5829.10037879827	37454.1673118641	27270.4480971503	2552.71189294077	2035.27122020274	196.360024245191	164.777293021885	90.7068813074312	0	1169.64858739748
S0184_10M	14562.4873486389	6990.10252163648	48123.058502577	177869.165452093	378602.655120188	24494.1075034178	15895.0598205282	145805.483141823	6392.87936191934	4342.05725452989	176.029372739504	1644.20875939675	21140.4296420863	37505.9351169358	2351.42789501214	6696.3505434763	61538.3022477875	36498.5817555101	1472.64667030796	5859.78342085322	259.875609398944	145.384647762113	0	0	1633.98829138196
S0191_10M	30000.3151922974	6836.89301928881	70258.9136130685	252835.347281136	245680.839171265	36606.9105515539	16591.3088758424	134854.576276136	9085.12283087084	10576.9472214628	0	3850.10370571052	29654.4219995569	28377.9185722717	7745.04123815679	4526.26469168169	80070.1932390903	17078.5149588558	1735.45486952931	7573.79511418843	157.766672861073	264.782665240005	0	0	5638.56823993667
S0196_10M	16485.9306303492	4388.32316411898	34968.4071721012	147699.026290433	397073.02519482	22376.0946998147	11753.6557460493	86277.458029379	6202.51469901235	5179.21814521465	0	2285.62865707426	26007.3080332741	31798.489507561	3517.76551802371	6500.88916716879	155045.913405837	36027.0402874472	1196.43022544402	3164.48950717962	108.765038660972	0	0	0	1943.62688103743
S0199_10M	7945.51142108009	2468.80100368557	18658.5738271008	56438.8501922652	351817.547766194	14515.7549041006	9515.3067251845	80240.0986978853	4672.70546943612	6271.77055393973	197.484274882382	790.546737135194	15871.2771535911	39034.9023260739	4041.23106445991	10378.1184358532	316569.502020207	56444.0308383899	971.845026963022	2191.32951473862	0	0	0	0	964.812046834083
S0202_10M	28606.2702657229	2018.3243516459	27619.6418049369	133477.797519857	152376.350569559	56109.5597512306	21061.1111409612	51937.89091032	17577.8304146892	4748.49081143204	76.240162824232	5442.66210857519	56277.8983911267	38301.3058093463	2643.57911639693	14531.1969457378	341784.022291807	39933.2317939474	2326.16223983505	1582.7972367753	450.219380238141	0	0	0	1117.41698303656
S0209_10M	84432.7268793378	30902.8581272098	99196.0347370956	97371.642642027	125811.135496511	38853.8431051893	26664.1645756456	0	64233.10782322	165565.464601774	0	0	0	67056.1911880028	34504.3228671377	0	3097.42820235747	0	64338.957961276	23398.7687231556	0	3856.42510657923	0	0	70716.9279634809
S0214_10M	24536.9759333839	9233.85917143619	9510.98331979046	20349.3761464272	20865.0262716074	13482.1572322297	5204.46285827322	86067.5436812823	14487.6417230562	27226.6256204905	1620.23086076363	51887.4010052819	4913.71973589339	99207.4861037363	50194.0298377033	13343.7377881127	25257.7416158478	410627.747380764	37076.1260388391	46685.9558562733	3189.30472231302	1003.62523020809	3314.86382489136	2507.36146457757	18206.0165768171
S0217_10M	22854.5813336582	6196.22720043797	5073.0202280282	23346.4716659601	21573.3355421884	4194.8588840063	4626.64137315566	62728.1266854187	15336.1103586549	34373.8519137254	8426.02395883264	0	393.136000404599	34186.5601755789	145899.292378355	0	11608.9477209837	467680.679576462	58689.6686209002	26912.2991286806	7017.15618204182	4282.55285327722	3536.20034257474	5731.67208047602	25332.5857961988
S0220_10M	38282.5330124319	12454.7775637766	11362.4451157929	24081.3545455399	21475.3368512457	14093.3364235404	2417.95284445769	48990.8599778164	13513.4663890569	57443.968313652	2540.5198379482	0	513.647068018081	41570.369316767	93867.3612510833	1328.44210354042	8426.40538518996	392774.453856669	115020.410922887	52136.6661966211	5834.29649724478	6294.73211245283	6930.26943354994	2995.45862596934	25650.9363547488
S0223_10M	39662.9021962704	4137.19686371579	10829.3546412161	28824.4246684353	72972.9068803216	51621.4848159467	39396.9547431011	157134.300166986	26921.4607241233	5533.44260244018	3916.85180998546	93316.773687547	84403.8949564291	182566.956999118	8015.27271922114	5529.94670853343	39304.9756416759	122808.374700819	4345.70891957598	7647.31854210027	1962.5539441077	1293.98886531018	2007.43928655289	1322.50019363152	4523.01472283635
S0459_10M	44253.2760721848	22060.3629184995	40604.2469363897	57620.0271313464	66941.7189707938	11678.4276055679	7889.30865596929	98597.5994820409	32580.1521007324	100286.400864381	0	0	0	59778.7882905398	72697.2677666133	4334.44755154688	2094.75944464939	144548.568630275	139859.319154718	42951.8104745802	0	1304.03069689258	0	2094.34230288409	47825.1449493956
S0147_11M	100086.003313474	113338.811234188	10172.0616460935	33104.6646114016	187308.057547567	17164.8733986326	202587.005288965	14756.0789834742	7256.42403105254	665.267848013684	14201.6859352465	24686.8184861909	247666.302456941	13344.5194577929	1144.0894853683	189.440956698823	3930.69088463471	780.714774358758	190.172211861972	553.294084197939	1648.13878128491	1316.55777084509	922.397553968279	1381.1633691142	1604.76588863402
S0181_11M	15748.8353591375	5240.14844566704	51789.476267169	207815.393295042	408161.848298453	25109.0646402656	14638.0322715849	82106.0177636085	7232.22546082337	4491.94755212739	0	1796.05294101827	27565.8765238045	66900.5436831616	4005.57719030636	6210.23074022077	28729.8604607838	32884.0206137224	2883.31872994787	4534.50509059018	389.632846283301	65.3927864694148	0	0	1701.99903981421
S0211_11M	42000.5864317203	29004.6291542928	26460.8103341869	49849.3765089867	43760.2081511521	25121.8623218382	15641.4376390778	26537.9966955742	34243.3259619271	74589.837070963	2629.48933563801	0	0	67743.3341920837	202779.118377828	0	8721.49973684694	133645.871327879	113872.42855242	54589.9733211894	0	723.908316940741	0	6975.81037865788	41108.4961907983
S0229_11M	12835.8056506338	2636.35120834223	10261.9005891274	50838.0092769048	108302.924437943	6629.3140781638	3685.08587712802	177551.376864015	5602.53261418581	8224.16801527385	0	1243.78623256528	12438.2169521077	362908.145290567	22579.6415815722	9898.11704211975	14174.0720112276	167606.77460157	7339.33056469152	7904.834979813	0	473.753041378066	0	0	6865.85909067137
S0152_12M	27592.2913968973	14091.537966461	36629.0112602866	107355.402368749	488911.137332593	39405.9687359113	73752.2138630263	47379.9221874083	3884.77278013569	460.698496009671	1419.44961836715	68983.6630832096	54580.3936263249	8329.50041691012	1486.32262257317	175.791930853782	18361.3389453834	3336.35233676956	477.940937054394	1417.28021906998	294.11386141083	308.510388696627	67.9317269908004	495.484009284628	802.969889622242
S0273_13.8M	11837.1510345443	4883.61547465123	29489.8653466119	128058.109927084	170969.211168134	21578.132837905	8668.32620807627	208665.029384096	5638.06352175262	7488.57458520963	0	1645.71984222886	21866.831139966	57174.0924097701	33112.0302664777	21133.3534822202	156832.681804994	90910.9500746216	6349.53881409364	10730.9787362963	186.748831427633	0	0	0	2780.99510983854
S0253_14M	16852.4498065468	7587.73277973161	33866.9665384624	74143.2934090799	159584.142723286	13079.0017541567	11879.6102888057	249244.401896865	9981.81747270447	16831.0013618567	2496.35849392038	1443.45359606931	11608.5242261583	125411.314120402	57422.6257339408	4438.19021197323	17774.2516216019	128153.493870871	22440.4082624558	25853.473381601	655.186296887271	687.256894835874	302.657864779035	294.338917273122	7968.04847573721
S0350_14M	16567.0698072085	8234.57521707627	24282.41109885	74622.3502206259	154355.880608573	10039.5113112624	13079.8533993493	288956.936639429	9709.42234259024	17158.7988146427	339.330281033094	2263.94773830009	12966.6158291913	110930.671895675	65774.2126431609	5056.93670622816	24310.6251084875	110407.933087825	12023.1872308718	31093.9615223836	333.973291686528	560.513425859004	0	300.071407293388	6631.21037239673
S0367_14M	19880.3546791629	9881.42609723845	33600.5681788216	84528.5616376105	186064.856125838	17619.2279439957	13428.5622940583	225351.923646897	9545.04706237129	10847.6384719811	1465.89729552402	3423.06675324491	16152.593691847	112404.29216278	62078.1089219104	1724.67037255217	17827.6759854347	127500.851059826	17553.7393750412	20463.5805503597	480.918417271844	605.350569193295	0	648.150031108723	6922.93867593207
S0283_14.9M	11570.499628045	2994.3515738147	13333.4698736528	30326.4180256725	53013.5170339706	5916.06272186601	5397.96368363073	299882.244895866	9442.55567955785	10761.474329592	0	1358.35076320707	5821.66925271077	145205.376221285	68611.4929730585	15512.804650381	77175.5717951967	179062.610133805	17175.7556764214	38103.4825471591	0	240.216877714133	0	0	9094.11166339292
S0291_14.9M	12113.5895873321	4105.22469216215	15337.4059192866	81037.7463527092	114014.333286159	13419.7867444816	6034.2960482238	292430.039723869	6582.53139890132	12098.1723833502	0	1383.41148433305	13447.5299989803	74965.5008329794	44154.1844293847	13511.3672792792	118715.343834621	142563.997974785	11302.9350743172	18155.3588993035	0	263.467861687288	0	0	4363.77619385477
S0261_15M	22427.4182387046	10188.8064291447	29734.6722417514	77105.735226565	161868.314315456	15289.6898440005	12442.5123414357	229325.915213317	9960.46075612903	17088.3085020676	1340.84392324662	1192.78108954525	9759.39625587098	113551.927724881	71644.8114291798	4382.05966577815	20161.1657451842	127602.005393125	22434.771063962	28476.7518256829	219.946015094401	553.709072671806	406.408935054895	395.238253602013	12446.3504985493
S0299_15M	23806.753116667	7159.47541214115	32410.4001868287	98368.2726486801	91884.8347872418	25163.3797016931	10898.3178942842	196319.03556307	14610.7516701565	18147.8815179281	0	39416.5784794486	14763.1843891347	66673.6740947052	5282.64995429853	61785.3027954576	178046.907982641	94299.161377079	5662.28495963365	6652.98649690018	0	0	0	0	8648.16697201164
S0345_15M	20636.0838953358	7007.02769962021	33696.8154600738	70156.1135953653	161736.870407699	14546.5184290677	11072.4894285459	232070.696050862	7559.96624045724	10385.4361456427	1551.16777749522	1330.59848433694	13171.9565021924	117689.137728617	87039.7117578908	5214.26728456397	15287.7589978842	117622.809225824	30097.7696172047	34265.5696400764	436.194163760241	366.03628367151	604.488806588087	391.915760424197	6062.60061680182
S0355_15M	22876.2664257635	10061.1947637058	29548.1558534596	65732.7946952369	111545.141659519	14209.404660503	11104.1838558426	210063.841586211	8353.61590546492	16643.1281386543	937.11320174008	1500.53827709201	8184.98760116218	115200.19337682	153839.516841365	7056.26023740056	15292.4446444705	123159.172791528	19000.0073578628	43203.7449756003	184.463808956391	2321.91714305245	511.269141125109	497.21623967641	8973.42681778673
S0363_15M	22242.981374519	7052.51699182415	20514.1512898599	65215.9652316376	152996.438945955	15806.4920027935	6845.82821075956	202450.077436005	11931.153597689	25713.5520560806	3752.78920254022	834.59676332072	11128.2741229036	118240.479983082	114956.110666534	8830.52908524688	13830.2942192365	138597.970537841	21340.7411070378	25373.1307271891	0	1033.15700072429	758.312003779901	368.734402971392	10185.7230404691
S0377_15M	17659.3067462604	9207.13202417609	27438.7937018822	79040.9728411233	153000.472061717	12965.155424807	10903.5032391588	260486.211507381	10885.3963177056	13434.4344238943	250.40887791319	835.340440404935	15644.0942769229	99122.8136601335	82272.7895528641	5892.26508677785	14617.804462925	128443.833129557	20948.9924627594	28323.7191546222	0	206.81552144022	683.088935803344	885.751123246684	6850.90502652405
